,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
6029,32,self-employed,married,tertiary,no,428,no,yes,cellular,3,feb,142,2,-1,0,unknown,no
6030,46,entrepreneur,married,secondary,no,294,yes,no,cellular,17,jul,228,1,-1,0,unknown,no
6031,27,blue-collar,married,secondary,no,245,yes,no,cellular,5,feb,7,7,255,11,failure,no
6032,41,services,married,secondary,no,0,yes,no,unknown,11,jun,62,9,-1,0,unknown,no
6033,61,blue-collar,single,primary,no,433,no,no,cellular,5,feb,346,1,-1,0,unknown,no
6034,48,management,married,primary,no,2537,no,no,cellular,26,aug,219,6,-1,0,unknown,no
6035,30,technician,married,secondary,no,2278,no,yes,telephone,19,nov,47,1,-1,0,unknown,no
6036,59,blue-collar,married,primary,no,229,yes,yes,unknown,7,may,19,1,-1,0,unknown,no
6037,22,technician,single,secondary,no,283,yes,no,cellular,22,mar,254,2,-1,0,unknown,yes
6038,52,housemaid,divorced,primary,no,337,no,no,cellular,28,jan,130,1,-1,0,unknown,no
6039,37,management,married,tertiary,no,31,no,no,cellular,22,aug,72,2,-1,0,unknown,no
6040,45,admin.,married,secondary,no,0,yes,no,cellular,8,jul,376,1,-1,0,unknown,no
6041,53,admin.,married,secondary,no,109,no,no,telephone,2,jun,270,1,-1,0,unknown,yes
6042,27,housemaid,married,primary,no,0,yes,no,cellular,23,jul,435,3,-1,0,unknown,no
6043,32,student,married,secondary,no,1694,yes,no,cellular,28,jan,929,1,-1,0,unknown,no
6044,47,blue-collar,married,primary,no,521,yes,no,unknown,13,may,262,1,-1,0,unknown,no
6045,32,blue-collar,married,secondary,no,0,yes,no,cellular,19,nov,188,2,-1,0,unknown,no
6046,38,unknown,married,primary,no,0,no,no,unknown,6,jun,414,2,-1,0,unknown,no
6047,53,management,married,primary,no,13901,yes,no,cellular,21,nov,59,1,-1,0,unknown,no
6048,31,admin.,single,secondary,no,40,no,no,cellular,4,aug,158,1,104,2,failure,no
6049,58,retired,divorced,secondary,no,312,no,no,cellular,7,aug,398,2,-1,0,unknown,no
6050,58,retired,married,secondary,no,0,no,no,cellular,19,aug,153,2,-1,0,unknown,no
6051,51,blue-collar,divorced,secondary,no,78,yes,no,unknown,27,may,723,2,-1,0,unknown,no
6052,45,technician,divorced,secondary,no,3271,no,no,cellular,7,may,388,2,-1,0,unknown,no
6053,34,services,divorced,tertiary,no,800,yes,yes,cellular,8,may,309,2,-1,0,unknown,no
6054,45,technician,married,secondary,no,1410,no,no,cellular,11,aug,71,2,-1,0,unknown,no
6055,32,blue-collar,married,secondary,no,222,yes,no,cellular,11,may,298,2,-1,0,unknown,no
6056,37,admin.,single,secondary,no,-296,yes,no,cellular,20,apr,81,1,-1,0,unknown,no
6057,29,management,single,tertiary,no,15459,no,no,cellular,18,feb,264,7,-1,0,unknown,yes
6058,61,retired,married,secondary,no,569,no,no,cellular,4,aug,219,1,-1,0,unknown,yes
6059,56,unknown,married,unknown,no,15088,no,no,cellular,11,aug,179,4,-1,0,unknown,no
6060,29,services,married,secondary,no,1135,yes,no,cellular,26,may,407,2,98,1,success,no
6061,33,technician,single,secondary,no,-479,no,no,cellular,7,aug,235,1,-1,0,unknown,no
6062,27,services,married,secondary,no,0,yes,no,cellular,17,jul,991,5,-1,0,unknown,yes
6063,51,self-employed,divorced,secondary,no,1291,yes,no,unknown,3,jun,51,2,-1,0,unknown,no
6064,56,blue-collar,married,primary,no,379,no,no,cellular,13,aug,58,5,-1,0,unknown,no
6065,33,technician,married,secondary,no,1026,no,no,cellular,4,aug,87,1,1,5,failure,no
6066,44,unemployed,married,secondary,no,728,yes,no,unknown,14,may,21,11,-1,0,unknown,no
6067,31,management,married,tertiary,no,395,yes,no,cellular,9,feb,155,3,-1,0,unknown,no
6068,46,admin.,married,secondary,no,70,yes,no,cellular,27,mar,229,2,-1,0,unknown,yes
6069,43,self-employed,divorced,secondary,no,1187,yes,no,cellular,4,feb,80,2,-1,0,unknown,no
6070,34,technician,married,secondary,yes,91,no,no,cellular,29,aug,67,4,-1,0,unknown,no
6071,40,admin.,divorced,secondary,no,83,yes,no,cellular,6,may,327,1,280,6,failure,no
6072,40,blue-collar,divorced,primary,no,548,yes,yes,unknown,30,may,324,1,-1,0,unknown,no
6073,61,retired,divorced,secondary,no,927,no,no,cellular,30,apr,427,3,-1,0,unknown,yes
6074,49,admin.,single,primary,no,655,yes,no,cellular,13,may,32,5,-1,0,unknown,no
6075,76,retired,married,tertiary,no,0,no,no,telephone,4,feb,92,3,169,1,failure,no
6076,56,admin.,married,unknown,no,1784,no,no,cellular,13,aug,71,2,-1,0,unknown,no
6077,36,admin.,single,tertiary,no,2622,no,no,cellular,19,nov,640,1,127,5,failure,no
6078,47,blue-collar,married,primary,no,3067,yes,no,cellular,13,may,141,2,-1,0,unknown,no
6079,45,technician,married,secondary,no,1,yes,no,cellular,17,nov,433,1,-1,0,unknown,no
6080,30,management,married,tertiary,no,739,no,no,cellular,17,mar,163,2,-1,0,unknown,no
6081,41,blue-collar,married,secondary,no,629,yes,yes,unknown,30,may,208,2,-1,0,unknown,no
6082,37,blue-collar,married,primary,no,-106,yes,yes,cellular,12,may,690,1,-1,0,unknown,yes
6083,34,services,divorced,secondary,no,221,yes,no,unknown,19,may,343,1,-1,0,unknown,no
6084,47,admin.,divorced,secondary,no,0,no,no,cellular,3,apr,335,1,-1,0,unknown,no
6085,30,management,single,secondary,no,340,yes,no,cellular,15,may,136,2,361,1,other,no
6086,56,retired,married,secondary,no,388,yes,no,cellular,5,aug,80,1,-1,0,unknown,no
6087,58,blue-collar,married,secondary,no,343,yes,no,unknown,26,may,265,4,-1,0,unknown,no
6088,59,unknown,married,tertiary,no,499,no,no,cellular,29,jan,966,1,-1,0,unknown,no
6089,26,blue-collar,married,primary,no,40,no,yes,cellular,28,jul,49,3,-1,0,unknown,no
6090,58,housemaid,married,secondary,no,4840,no,no,unknown,11,jun,366,1,-1,0,unknown,no
6091,36,management,divorced,tertiary,yes,-1,yes,yes,unknown,23,may,268,1,-1,0,unknown,no
6092,53,retired,divorced,tertiary,no,-309,yes,no,cellular,21,aug,343,2,428,2,success,yes
6093,35,blue-collar,married,secondary,no,1257,yes,no,cellular,20,apr,93,3,329,7,failure,no
6094,48,retired,married,secondary,no,67,no,no,telephone,14,jul,251,2,-1,0,unknown,no
6095,33,blue-collar,married,primary,no,141,yes,no,unknown,21,may,578,2,-1,0,unknown,no
6096,45,services,married,secondary,no,692,yes,no,unknown,28,may,506,2,-1,0,unknown,no
6097,30,blue-collar,single,secondary,no,163,yes,yes,cellular,23,jul,123,2,-1,0,unknown,no
6098,32,blue-collar,married,primary,no,-6,yes,no,cellular,6,may,169,2,-1,0,unknown,no
6099,39,technician,married,secondary,no,3663,no,no,cellular,11,aug,230,3,-1,0,unknown,no
6100,34,blue-collar,married,secondary,no,320,yes,no,cellular,12,nov,413,1,92,3,success,yes
6101,48,unemployed,married,tertiary,no,-471,yes,no,unknown,19,may,668,7,-1,0,unknown,no
6102,40,entrepreneur,married,secondary,no,285,no,no,cellular,18,may,261,1,178,1,failure,no
6103,46,blue-collar,married,primary,no,1291,yes,no,cellular,14,may,142,3,259,17,failure,no
6104,26,management,single,tertiary,no,350,no,no,cellular,8,jul,367,1,-1,0,unknown,no
6105,31,blue-collar,single,primary,no,859,yes,no,unknown,2,jun,80,1,-1,0,unknown,no
6106,40,services,single,secondary,no,326,yes,no,cellular,18,nov,124,1,175,1,failure,no
6107,58,entrepreneur,single,tertiary,yes,6162,no,yes,telephone,3,feb,112,1,-1,0,unknown,no
6108,60,technician,married,secondary,no,955,no,no,cellular,18,aug,37,3,-1,0,unknown,no
6109,32,services,married,secondary,no,3839,yes,no,cellular,18,nov,100,2,189,1,failure,no
6110,40,management,married,primary,no,738,yes,yes,cellular,2,apr,399,2,258,3,failure,no
6111,27,self-employed,single,secondary,no,49,yes,no,cellular,30,jan,208,2,-1,0,unknown,no
6112,32,services,single,secondary,no,473,yes,no,cellular,7,jul,624,5,-1,0,unknown,no
6113,46,admin.,married,secondary,no,664,no,no,cellular,5,aug,295,2,-1,0,unknown,no
6114,30,admin.,married,secondary,no,873,yes,no,unknown,29,may,792,3,-1,0,unknown,yes
6115,31,management,single,tertiary,no,0,no,no,cellular,21,aug,243,2,-1,0,unknown,no
6116,33,blue-collar,married,primary,no,217,yes,no,cellular,20,apr,198,1,339,3,failure,no
6117,54,admin.,divorced,secondary,no,-288,yes,no,unknown,27,may,138,2,-1,0,unknown,no
6118,44,admin.,married,secondary,no,1042,yes,no,cellular,18,may,136,1,-1,0,unknown,no
6119,34,admin.,single,secondary,no,673,yes,no,cellular,29,jan,89,1,260,2,failure,no
6120,42,self-employed,married,secondary,no,240,yes,no,cellular,4,feb,183,1,189,16,other,no
6121,58,retired,divorced,tertiary,no,3237,no,no,telephone,31,oct,615,1,-1,0,unknown,yes
6122,28,management,single,tertiary,no,957,no,no,cellular,25,may,915,2,-1,0,unknown,yes
6123,60,technician,divorced,secondary,no,615,yes,no,cellular,29,jan,130,1,-1,0,unknown,no
6124,45,services,married,secondary,no,75,yes,yes,unknown,2,jun,222,2,-1,0,unknown,no
6125,57,services,married,secondary,no,2745,yes,no,unknown,17,jun,167,2,-1,0,unknown,no
6126,35,unemployed,married,secondary,no,533,yes,no,unknown,6,may,802,1,-1,0,unknown,no
6127,45,entrepreneur,married,unknown,no,3133,yes,yes,cellular,10,jul,804,1,-1,0,unknown,yes
6128,37,management,married,tertiary,no,332,yes,no,cellular,14,aug,190,2,84,7,failure,no
6129,51,blue-collar,married,primary,no,109,yes,no,unknown,27,may,106,2,-1,0,unknown,no
6130,38,admin.,divorced,secondary,no,930,yes,no,cellular,5,may,46,1,-1,0,unknown,no
6131,28,entrepreneur,single,tertiary,no,224,yes,no,cellular,18,may,567,2,-1,0,unknown,no
6132,52,blue-collar,single,secondary,no,510,yes,no,unknown,4,jun,324,1,-1,0,unknown,no
6133,47,blue-collar,married,primary,no,469,no,no,telephone,22,aug,208,6,-1,0,unknown,no
6134,30,blue-collar,single,secondary,no,609,yes,no,unknown,14,may,402,1,-1,0,unknown,no
6135,48,services,married,secondary,no,22,no,no,cellular,2,feb,429,2,-1,0,unknown,no
6136,26,student,single,secondary,no,5296,no,no,telephone,12,aug,127,1,-1,0,unknown,no
6137,31,blue-collar,married,secondary,no,1030,yes,no,cellular,31,jul,180,5,-1,0,unknown,no
6138,37,admin.,divorced,tertiary,no,43,yes,no,cellular,30,jul,65,2,-1,0,unknown,no
6139,54,management,married,tertiary,no,1331,no,no,cellular,25,aug,240,9,-1,0,unknown,no
6140,26,admin.,single,secondary,no,82,yes,no,unknown,5,may,228,1,-1,0,unknown,no
6141,47,housemaid,married,tertiary,no,1692,yes,no,cellular,30,jan,592,1,-1,0,unknown,no
6142,58,technician,married,tertiary,no,1692,yes,no,telephone,17,jul,517,5,-1,0,unknown,no
6143,38,technician,married,secondary,no,-104,no,no,cellular,28,aug,13,17,-1,0,unknown,no
6144,46,blue-collar,married,primary,no,665,no,no,cellular,30,jan,89,4,235,2,failure,no
6145,48,management,married,secondary,no,0,yes,yes,cellular,3,nov,1233,1,351,2,failure,yes
6146,32,blue-collar,single,primary,no,36,yes,no,cellular,20,nov,290,2,-1,0,unknown,no
6147,45,admin.,married,secondary,no,14902,yes,no,unknown,20,jun,31,6,-1,0,unknown,no
6148,54,self-employed,married,tertiary,no,269,yes,no,cellular,17,jul,81,3,-1,0,unknown,no
6149,35,blue-collar,single,secondary,no,0,yes,no,cellular,9,feb,226,3,280,1,other,no
6150,53,management,divorced,secondary,no,2215,yes,yes,cellular,31,jul,88,14,-1,0,unknown,no
6151,32,blue-collar,single,secondary,no,551,yes,no,cellular,14,aug,99,3,-1,0,unknown,no
6152,31,blue-collar,married,primary,no,2085,yes,yes,unknown,19,may,488,3,-1,0,unknown,no
6153,49,management,married,tertiary,no,78,no,yes,cellular,17,jul,257,2,-1,0,unknown,no
6154,53,retired,divorced,secondary,no,-477,no,no,cellular,17,jul,235,2,-1,0,unknown,no
6155,42,management,married,tertiary,no,4014,yes,no,cellular,21,nov,149,4,186,1,other,no
6156,37,services,single,tertiary,no,718,no,no,unknown,17,jun,43,1,-1,0,unknown,no
6157,30,technician,single,tertiary,no,1070,no,no,cellular,14,dec,446,2,-1,0,unknown,no
6158,45,housemaid,married,primary,no,403,no,no,cellular,2,apr,144,1,-1,0,unknown,no
6159,41,technician,married,secondary,no,0,no,no,cellular,29,aug,141,2,-1,0,unknown,no
6160,56,housemaid,married,primary,no,82,no,no,unknown,16,may,215,1,-1,0,unknown,no
6161,59,management,married,unknown,no,3534,no,no,cellular,21,nov,216,4,-1,0,unknown,no
6162,30,technician,single,secondary,no,925,no,no,cellular,20,nov,240,1,-1,0,unknown,no
6163,26,admin.,single,secondary,yes,-42,no,yes,cellular,30,jul,305,3,-1,0,unknown,no
6164,39,admin.,divorced,secondary,no,223,yes,yes,cellular,12,may,115,2,-1,0,unknown,no
6165,41,management,married,tertiary,no,10758,yes,no,cellular,1,jun,288,1,-1,0,unknown,no
6166,34,unknown,married,unknown,no,4535,no,no,cellular,6,aug,54,3,-1,0,unknown,no
6167,50,admin.,divorced,unknown,no,4204,no,no,unknown,19,jun,335,2,-1,0,unknown,no
6168,59,self-employed,married,tertiary,no,10360,no,no,unknown,6,jun,37,1,-1,0,unknown,no
6169,44,unemployed,married,secondary,no,6178,no,no,cellular,3,feb,213,3,-1,0,unknown,no
6170,34,blue-collar,divorced,primary,no,172,yes,no,cellular,17,apr,306,1,-1,0,unknown,no
6171,35,management,married,secondary,no,291,yes,no,unknown,26,may,327,1,-1,0,unknown,no
6172,24,technician,single,secondary,no,1298,no,no,cellular,1,sep,86,1,-1,0,unknown,no
6173,46,blue-collar,married,primary,no,292,yes,no,cellular,20,apr,386,2,234,4,failure,no
6174,26,student,single,secondary,no,0,no,no,cellular,17,aug,237,1,82,2,failure,no
6175,30,services,single,tertiary,no,108,yes,no,unknown,26,may,282,8,-1,0,unknown,no
6176,35,admin.,married,tertiary,no,690,no,no,cellular,19,apr,131,2,185,1,failure,no
6177,43,technician,divorced,secondary,no,0,yes,no,cellular,5,may,150,2,342,2,failure,no
6178,57,retired,married,tertiary,no,0,yes,yes,unknown,28,may,648,1,-1,0,unknown,yes
6179,25,technician,single,secondary,no,2,yes,yes,unknown,16,may,304,2,-1,0,unknown,no
6180,47,blue-collar,married,unknown,no,1045,yes,no,unknown,13,may,411,2,-1,0,unknown,no
6181,58,services,married,secondary,no,74,no,no,cellular,29,aug,105,2,-1,0,unknown,no
6182,41,management,married,tertiary,no,217,no,no,cellular,19,nov,328,1,-1,0,unknown,no
6183,42,entrepreneur,married,tertiary,no,859,no,no,cellular,29,jul,180,10,-1,0,unknown,no
6184,25,admin.,single,secondary,no,18,yes,no,cellular,22,jul,129,1,-1,0,unknown,no
6185,36,management,married,tertiary,no,0,yes,yes,cellular,18,jul,305,10,-1,0,unknown,no
6186,31,technician,divorced,secondary,no,0,no,no,cellular,29,jan,138,2,164,4,other,no
6187,30,management,single,tertiary,no,218,no,no,unknown,3,jun,75,1,-1,0,unknown,no
6188,44,blue-collar,single,unknown,no,0,yes,no,unknown,23,may,354,4,-1,0,unknown,no
6189,25,admin.,single,secondary,no,0,yes,no,unknown,6,jun,172,2,-1,0,unknown,no
6190,59,retired,married,secondary,no,25947,no,no,cellular,13,aug,292,2,-1,0,unknown,no
6191,48,blue-collar,married,primary,no,559,yes,no,unknown,15,may,1231,2,-1,0,unknown,no
6192,34,services,married,secondary,no,9,yes,no,cellular,17,jul,655,1,-1,0,unknown,no
6193,24,student,single,secondary,no,372,yes,no,cellular,17,apr,143,1,-1,0,unknown,no
6194,35,technician,married,secondary,no,1854,yes,no,cellular,18,nov,401,2,-1,0,unknown,no
6195,26,self-employed,single,secondary,no,166,yes,no,cellular,16,jul,83,2,-1,0,unknown,no
6196,50,blue-collar,married,secondary,no,1498,yes,no,cellular,18,jul,223,1,-1,0,unknown,no
6197,40,management,divorced,tertiary,no,69,yes,no,cellular,6,may,503,2,280,2,failure,no
6198,29,unemployed,single,secondary,no,25,no,no,cellular,14,apr,207,2,-1,0,unknown,yes
6199,47,technician,divorced,tertiary,no,694,yes,no,cellular,11,may,1001,4,-1,0,unknown,no
6200,35,services,single,secondary,no,544,yes,no,cellular,7,may,91,1,345,2,failure,no
6201,47,blue-collar,single,primary,no,133,yes,no,cellular,14,may,285,1,330,3,other,no
6202,82,housemaid,married,primary,no,2140,no,no,telephone,14,apr,118,6,-1,0,unknown,no
6203,27,management,single,tertiary,yes,0,no,yes,cellular,8,jul,46,1,-1,0,unknown,no
6204,32,technician,married,secondary,no,-796,yes,yes,cellular,21,jul,80,3,-1,0,unknown,no
6205,59,retired,married,secondary,no,599,yes,no,cellular,7,may,31,1,-1,0,unknown,no
6206,33,services,married,secondary,no,334,yes,no,unknown,3,jun,23,1,-1,0,unknown,no
6207,36,admin.,married,secondary,no,470,yes,no,cellular,31,jul,101,4,-1,0,unknown,no
6208,22,student,single,tertiary,no,1161,no,yes,cellular,16,jun,119,1,-1,0,unknown,no
6209,48,blue-collar,married,secondary,no,841,yes,no,unknown,19,may,215,1,-1,0,unknown,no
6210,32,technician,divorced,tertiary,no,53,no,no,cellular,22,aug,671,2,-1,0,unknown,yes
6211,26,management,single,tertiary,no,155,yes,no,cellular,27,may,74,4,43,5,other,no
6212,29,technician,single,tertiary,no,354,yes,no,unknown,26,may,255,1,-1,0,unknown,no
6213,53,admin.,divorced,secondary,no,0,yes,yes,cellular,6,aug,1452,1,98,2,failure,yes
6214,75,retired,divorced,primary,no,37127,no,no,cellular,11,feb,505,1,-1,0,unknown,no
6215,34,blue-collar,married,secondary,no,2447,yes,no,cellular,14,may,330,2,-1,0,unknown,no
6216,43,blue-collar,single,primary,no,2,yes,no,cellular,30,jul,783,3,-1,0,unknown,no
6217,35,blue-collar,single,secondary,no,218,yes,no,cellular,20,apr,93,4,-1,0,unknown,no
6218,50,technician,single,secondary,no,246,yes,no,cellular,17,nov,270,1,123,2,failure,no
6219,40,technician,married,secondary,no,2715,yes,no,unknown,29,may,125,2,-1,0,unknown,no
6220,32,technician,married,secondary,no,2556,no,no,cellular,6,aug,269,3,-1,0,unknown,no
6221,37,admin.,married,secondary,no,147,yes,no,cellular,7,jul,25,30,-1,0,unknown,no
6222,35,blue-collar,married,secondary,no,306,no,no,unknown,20,jun,12,8,-1,0,unknown,no
6223,31,management,single,tertiary,no,363,no,no,cellular,13,aug,94,2,-1,0,unknown,no
6224,50,self-employed,married,secondary,no,-465,yes,no,unknown,30,may,42,11,-1,0,unknown,no
6225,60,retired,married,secondary,no,262,no,no,cellular,18,aug,393,4,-1,0,unknown,no
6226,38,management,married,tertiary,no,-120,yes,no,cellular,11,may,148,1,367,2,failure,no
6227,58,blue-collar,married,primary,no,630,yes,no,cellular,19,nov,59,1,174,1,failure,no
6228,53,technician,married,primary,no,6839,yes,no,cellular,19,nov,77,1,-1,0,unknown,no
6229,50,services,single,secondary,no,294,no,no,cellular,23,jul,73,1,-1,0,unknown,no
6230,29,management,married,tertiary,no,991,no,no,cellular,7,may,109,2,-1,0,unknown,no
6231,52,management,divorced,primary,no,11,no,no,cellular,6,feb,365,1,9,1,other,no
6232,31,admin.,married,secondary,no,-170,yes,yes,cellular,17,apr,252,1,326,1,failure,no
6233,34,management,married,tertiary,no,834,no,no,cellular,7,aug,182,2,-1,0,unknown,no
6234,31,unknown,married,secondary,no,111,no,no,cellular,20,aug,70,2,-1,0,unknown,no
6235,62,retired,married,tertiary,no,2557,yes,no,cellular,14,sep,211,1,216,7,success,yes
6236,27,services,single,secondary,no,4923,yes,no,unknown,19,may,57,7,-1,0,unknown,no
6237,32,management,single,tertiary,no,577,no,no,cellular,7,aug,101,2,-1,0,unknown,no
6238,26,self-employed,single,tertiary,no,458,yes,yes,cellular,2,feb,117,7,-1,0,unknown,no
6239,29,admin.,single,secondary,no,132,no,no,unknown,23,may,314,3,-1,0,unknown,no
6240,54,admin.,married,secondary,no,19213,no,no,cellular,12,aug,100,6,-1,0,unknown,no
6241,46,management,married,tertiary,no,1375,yes,no,cellular,17,nov,308,3,-1,0,unknown,no
6242,27,admin.,single,secondary,no,1408,no,no,cellular,27,may,242,2,-1,0,unknown,no
6243,40,management,married,secondary,no,394,yes,no,cellular,16,jul,60,5,-1,0,unknown,no
6244,40,unemployed,married,secondary,no,1872,no,no,cellular,21,nov,112,1,-1,0,unknown,no
6245,37,blue-collar,married,secondary,no,6,yes,no,cellular,12,may,136,2,-1,0,unknown,no
6246,56,management,married,tertiary,no,-762,yes,yes,cellular,4,feb,19,10,7,5,other,no
6247,19,student,single,unknown,no,27,no,no,telephone,5,mar,86,12,-1,0,unknown,no
6248,66,retired,married,secondary,no,3409,no,no,cellular,12,may,801,1,86,2,failure,no
6249,34,admin.,single,tertiary,no,2045,no,no,cellular,29,jan,146,2,-1,0,unknown,no
6250,32,admin.,single,secondary,no,212,no,no,cellular,7,jul,830,5,-1,0,unknown,yes
6251,39,entrepreneur,married,tertiary,no,0,no,no,cellular,31,jul,70,3,-1,0,unknown,no
6252,46,entrepreneur,married,secondary,no,118,yes,no,cellular,9,jul,296,1,-1,0,unknown,no
6253,44,services,divorced,secondary,no,2586,yes,no,unknown,5,may,160,1,-1,0,unknown,no
6254,41,blue-collar,single,secondary,no,428,yes,no,cellular,12,may,92,1,-1,0,unknown,no
6255,35,self-employed,married,secondary,no,2251,no,no,cellular,19,aug,151,8,-1,0,unknown,no
